Timestamp,Filename,Raw_Score,Threshold,Decision,Confidence_Percent
2026-02-09 23:14:16,def_42.png,0.00001,0.5,DEFECT DETECTAT,100.00
2026-02-09 23:14:24,def_343.png,0.00000,0.5,DEFECT DETECTAT,100.00
2026-02-09 23:14:34,ok_915.png,0.99996,0.5,PROCES STABIL / OK,100.00
2026-02-09 23:15:12,ok_5.png,1.00000,0.5,PROCES STABIL / OK,100.00
2026-02-09 23:51:28,ok_300.png,1.000000,OK,Optimized Model (Etapa 6)
2026-02-09 23:52:56,ok_300.png,1.000000,OK,Optimized Model (Etapa 6)
2026-02-09 23:54:25,ok_52.png,0.999967,OK,Optimized Model (Etapa 6)
2026-02-09 23:55:43,def_54.png,0.000003,DEFECT,Optimized Model (Etapa 6)
2026-02-10 19:23:10,ok_21.png,0.999759,OK,Optimized Model (Etapa 6)
